condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,next_study.keys,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_movie_key.keys,instr_movie_key.rt
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.341666667,-0.468888889,1,0,0,0.781,done_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.465277778,-0.077777778,1,0,0,0.548,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.344444444,-0.448888889,1,0,0,0.667,done_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.231944444,-0.066666667,1,0,0,0.498,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.418055556,-0.553333333,1,0,0,0.549,done_pile,5,0,5,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.320833333,-0.066666667,1,0,0,0.484,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.369444444,-0.444444444,1,0,0,0.648,done_pile,7,0,7,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.226388889,-0.042222222,1,0,0,0.499,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.408333333,-0.46,1,0,0,0.566,done_pile,9,0,9,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.186111111,-0.117777778,1,0,0,0.565,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.365277778,-0.453333333,1,0,0,0.549,done_pile,11,0,11,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.220833333,-0.153333333,1,0,0,0.566,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.429166667,-0.462222222,1,0,0,0.549,done_pile,13,0,13,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.256944444,0.024444444,1,0,0,0.583,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.455555556,-0.477777778,1,0,0,0.566,done_pile,15,0,15,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.202777778,0.011111111,1,0,0,0.516,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.431944444,-0.482222222,1,0,0,0.516,done_pile,17,0,17,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.330555556,0.088888889,1,0,0,0.515,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.348611111,-0.328888889,1,0,0,0.516,done_pile,19,0,19,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.243055556,-0.146666667,1,0,0,0.6,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.316666667,-0.44,1,0,0,0.531,done_pile,21,0,21,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.108333333,-0.233333333,1,0,0,0.583,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.3625,-0.506666667,1,0,0,0.882,done_pile,23,0,23,0,1,GRAPES - ZABIBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.256944444,-0.022222222,1,0,0,0.5,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.459722222,-0.42,1,0,0,0.549,done_pile,25,0,25,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.055555556,-0.146666667,1,0,0,0.466,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.363888889,-0.433333333,1,0,0,0.548,done_pile,27,0,27,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.165277778,-0.102222222,1,0,0,0.5,unsorted_card,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.386111111,-0.544444444,1,0,0,0.682,done_pile,29,0,29,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.152777778,-0.086666667,1,0,0,0.482,unsorted_card,30,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.5,-0.486666667,1,0,0,0.566,done_pile,31,0,31,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.208333333,-0.095555556,1,0,0,0.548,unsorted_card,32,0,32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.520833333,-0.531111111,1,0,0,0.583,done_pile,33,0,33,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.145833333,-0.071111111,1,0,0,0.548,unsorted_card,34,0,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.420833333,-0.411111111,1,0,0,0.55,done_pile,35,0,35,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.258333333,-0.06,1,0,0,0.464,unsorted_card,36,0,36,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.384722222,-0.408888889,1,0,0,0.567,done_pile,37,0,37,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.290277778,-0.086666667,1,0,0,0.499,unsorted_card,38,0,38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.358333333,-0.453333333,1,0,0,0.582,done_pile,39,0,39,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,
,,,,,,,,,,1543378,2020-10-18_10h15.29.188,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,6.575
