condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,key_instr_study.rt,next_study.keys,next_study.rt,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_movie_key.keys,instr_movie_key.rt,return_to_exp.keys,return_to_exp.rt,instr_assess_key.keys,instr_assess_key.rt,assess_loop.thisRepN,assess_loop.thisTrialN,assess_loop.thisN,assess_loop.thisIndex,assess_loop.ran,ans_gen_loop.thisRepN,ans_gen_loop.thisTrialN,ans_gen_loop.thisN,ans_gen_loop.thisIndex,ans_gen_loop.ran,sen,ans,instr_transfer_key.keys,instr_transfer_key.rt,transfer_response.resp,transfer_response.eval,select_word.x,select_word.y,select_word.leftButton,select_word.midButton,select_word.rightButton,select_word.time,select_word.clicked_name,transfers.thisRepN,transfers.thisTrialN,transfers.thisN,transfers.thisIndex,transfers.ran,end_experiment.keys,end_experiment.rt
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,,,,,,2.365625,1.74448,0.541427951,-0.042413194,1,0,0,2.17661,yes,PARROT,K,incorrect,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.545426432,-0.158203125,1,0,0,1.50688,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.588601345,-0.574366319,1,0,0,0.782875,done_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.20617947,-0.110564236,1,0,0,0.766495,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.477907986,-0.570460069,1,0,0,0.732775,done_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,RUSHWA,BRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.541075,,,,,,,,,G,incorrect,,,,,,,,,,,return,1.319795,return,1.33984,return,1.25478,0,0,0,15,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,DAFINA,TREASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.481325,,,,,,,,,G,incorrect,,,,,,,,,,,,,,,,,0,1,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,YAMINI,OATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431705,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,NAFAKA,CORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36631,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,3,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,MASHUA,BOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38357,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,4,4,18,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,YATIMA,ORPHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35092,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,5,5,16,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,KASUKU,PARROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3508,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,SAMADI,MANURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333855,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,7,7,13,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,JIBINI,CHEESE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349675,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,8,8,10,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,TALAKA,DIVORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41611,,,,,,,,,GGG,incorrect,,,,,,,,,,,,,,,,,0,9,9,17,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,FAHILI,BULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3833,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,10,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,ZABIBU,GRAPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36554,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,UTENZI,POEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384435,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,12,12,8,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,TAJIRI,MERCHANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41525,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,13,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,LAWAMA,BLAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40165,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,14,14,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,MSHONI,TAILOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415435,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,15,15,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,SAHANI,PLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383675,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,16,16,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,WAKILI,AGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.401795,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,17,17,14,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,KABURI,GRAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39809,,,,,,,,,GG,incorrect,,,,,,,,,,,,,,,,,0,18,18,12,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,HAMIRA,YEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38666,,,,,,,,,GGG,incorrect,,,,,,,,,,,,,,,,,0,19,19,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,I bought all my goods from the ____ at the market. ,TAJIRI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,The ____ is a bird that can learn to repeat words.,KASUKU,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,The ____ charged the matador's red cape. ,FAHILI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,I filled my ____ with food at the buffet. ,SAHANI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,_____ makes bread rise. ,HAMIRA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,Shannon had no one else to  ____ for what happened.,LAWAMA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,The president takes the  ____ of office to uphold the Constitution.,YAMINI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,Kate doesn't like ____ on the cob because it gets stuck between her teeth. ,NAFAKA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,David wrote Cynthia a romantic ____  but she thought it rhymed too much.,UTENZI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,Charles went to the ____ to get his suit adjusted. ,MSHONI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,Amy cooked a grilled ____ sandwich to go with her tomato soup.,JIBINI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,Fermented _______ are used to make wine.,ZABIBU,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,She visited her father's ___ on the anniversary of his death. ,KABURI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,"On a farm, there is a good chance you will step into a pile of ______.",SAMADI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,"To buy a house, you may need to speak with a real estate ______.",WAKILI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,The politician was arrested for taking a _____.,RUSHWA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,The _____ is living with foster parents.,YATIMA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,My aunt and uncle got a _________ after two years of marriage.,TALAKA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,You need a ______ to go fishing in the middle of a lake.,MASHUA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,Pirates looked for buried _________ at the bottom of the sea.,DAFINA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My aunt and uncle got a _________ after two years of marriage.,TALAKA,return,0.154435,KABURI,incorrect,0.046912977,-0.44015625,1,0,0,1.88523,b,0,0,0,17,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The _____ is living with foster parents.,YATIMA,,,YATIMA,correct,0.046912977,-0.44015625,1,0,0,0.23003,b,0,1,1,16,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David wrote Cynthia a romantic ____  but she thought it rhymed too much.,UTENZI,,,UTENZI,correct,0.046912977,-0.44015625,1,0,0,0.39232,b,0,2,2,8,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The politician was arrested for taking a _____.,RUSHWA,,,ZABIBU,incorrect,0.046912977,-0.44015625,1,0,0,0.19572,b,0,3,3,15,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shannon had no one else to  ____ for what happened.,LAWAMA,,,UTENZI,incorrect,0.046912977,-0.44015625,1,0,0,0.36292,b,0,4,4,5,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fermented _______ are used to make wine.,ZABIBU,,,UTENZI,incorrect,0.046912977,-0.44015625,1,0,0,0.21108,b,0,5,5,11,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_____ makes bread rise. ,HAMIRA,,,RUSHWA,incorrect,0.046912977,-0.44015625,1,0,0,0.211145,b,0,6,6,4,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I bought all my goods from the ____ at the market. ,TAJIRI,,,MASHUA,incorrect,0.046912977,-0.44015625,1,0,0,0.178795,b,0,7,7,0,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amy cooked a grilled ____ sandwich to go with her tomato soup.,JIBINI,,,ZABIBU,incorrect,0.046912977,-0.44015625,1,0,0,0.178365,b,0,8,8,10,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The ____ is a bird that can learn to repeat words.,KASUKU,,,JIBINI,incorrect,0.046912977,-0.44015625,1,0,0,0.21077,b,0,9,9,1,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You need a ______ to go fishing in the middle of a lake.,MASHUA,,,KASUKU,incorrect,0.046912977,-0.44015625,1,0,0,0.19524,b,0,10,10,18,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The ____ charged the matador's red cape. ,FAHILI,,,DAFINA,incorrect,0.046912977,-0.44015625,1,0,0,0.1943,b,0,11,11,2,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The president takes the  ____ of office to uphold the Constitution.,YAMINI,,,ZABIBU,incorrect,0.046912977,-0.44015625,1,0,0,0.19442,b,0,12,12,6,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On a farm, there is a good chance you will step into a pile of ______.",SAMADI,,,YATIMA,incorrect,0.046912977,-0.44015625,1,0,0,0.19563,b,0,13,13,13,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles went to the ____ to get his suit adjusted. ,MSHONI,,,MSHONI,correct,0.046912977,-0.44015625,1,0,0,0.209615,b,0,14,14,9,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I filled my ____ with food at the buffet. ,SAHANI,,,SAHANI,correct,0.046912977,-0.44015625,1,0,0,0.21124,b,0,15,15,3,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She visited her father's ___ on the anniversary of his death. ,KABURI,,,TAJIRI,incorrect,0.046912977,-0.44015625,1,0,0,0.187555,b,0,16,16,12,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates looked for buried _________ at the bottom of the sea.,DAFINA,,,NAFAKA,incorrect,0.046912977,-0.44015625,1,0,0,0.229275,b,0,17,17,19,1,,
,,,,,,,,,,trial.pk,001,2020-10-08_21h34.50.686,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kate doesn't like ____ on the cob because it gets stuck between her teeth. ,NAFAKA,,,MSHONI,incorrect,0.046912977,-0.44015625,1,0,0,0.20978,b,0,18,18,7,1,,
