condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,next_study.keys,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,key_instr_study.rt,next_study.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_movie_key.keys,instr_movie_key.rt
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.498929336,-0.049046322,1,0,0,1.632,test_pile,1,0,1,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.343326196,0.027247956,1,0,0,0.48,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.547466096,0.024523161,1,0,0,0.484,test_pile,3,0,3,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.196288365,0.155313351,1,0,0,0.532,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.364739472,0.019073569,1,0,0,0.498,test_pile,5,0,5,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.142041399,0.035422343,1,0,0,0.483,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.44468237,-0.013623978,1,0,0,0.482,test_pile,7,0,7,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.223411849,0.027247956,1,0,0,0.449,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.488936474,-0.070844687,1,0,0,0.483,test_pile,9,0,9,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.271948608,-0.073569482,1,0,0,0.432,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.437544611,-0.068119891,1,0,0,0.482,test_pile,11,0,11,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.484653819,0.010899183,1,0,0,0.415,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.605995717,-0.038147139,1,0,0,0.483,test_pile,13,0,13,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.42041399,-0.04359673,1,0,0,0.433,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.541755889,0.035422343,1,0,0,0.516,test_pile,15,0,15,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.301927195,-0.095367847,1,0,0,0.417,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.50178444,0.065395095,1,0,0,0.482,test_pile,17,0,17,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.336188437,-0.207084469,1,0,0,0.432,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.423269094,-0.032697548,1,0,0,0.5,test_pile,19,0,19,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.376159886,-0.136239782,1,0,0,0.416,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.47751606,-0.068119891,1,0,0,0.515,test_pile,21,0,21,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.320485368,-0.046321526,1,0,0,0.416,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.620271235,-0.040871935,1,0,0,0.465,test_pile,23,0,23,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.39614561,-0.223433243,1,0,0,0.482,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.625981442,-0.032697548,1,0,0,0.533,test_pile,25,0,25,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.343326196,-0.119891008,1,0,0,0.482,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.5917202,-0.04359673,1,0,0,0.481,test_pile,27,0,27,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.333333333,-0.008174387,1,0,0,0.416,unsorted_card,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.508922198,0.081743869,1,0,0,0.517,test_pile,29,0,29,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.39614561,0.027247956,1,0,0,0.448,unsorted_card,30,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.5917202,-0.188010899,1,0,0,0.548,test_pile,31,0,31,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,3.759,19.331,0.67309065,0.068119891,1,0,0,1.784,yes,GRAVE,KABURI,incorrect,0,0,0,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.67309065,0.068119891,1,0,0,0.933,yes,CORN,NAFAKA,incorrect,1,0,1,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.67309065,0.068119891,1,0,0,0.833,yes,POEM,UTENZI,incorrect,2,0,2,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.617,0.67309065,0.068119891,1,0,0,1.383,yes,BLAME,LAWAMA,incorrect,3,0,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.717,0.67309065,0.068119891,1,0,0,1.483,yes,TAILOR,MSHONI,incorrect,4,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.249,0.67309065,0.068119891,1,0,0,0.5,yes,PARROT,KASUKU,incorrect,5,0,5,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.716,0.67309065,0.068119891,1,0,0,0.499,yes,DIVORCE,TALAKA,incorrect,6,0,6,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.033,0.67309065,0.068119891,1,0,0,0.633,yes,TREASURE,HAZINA,incorrect,7,0,7,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.183,0.67309065,0.068119891,1,0,0,0.533,yes,BOAT,MASHUA,incorrect,8,0,8,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.183,0.67309065,0.068119891,1,0,0,0.866,yes,AGENT,WAKILI,incorrect,9,0,9,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.366,0.67309065,0.068119891,1,0,0,0.684,yes,CHEESE,JIBINI,incorrect,10,0,10,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.665,0.67309065,0.068119891,1,0,0,0.717,yes,MANURE,SAMADI,incorrect,11,0,11,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.965,0.67309065,0.068119891,1,0,0,0.55,yes,OATH,KASAMA,incorrect,12,0,12,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.399,0.67309065,0.068119891,1,0,0,0.6,yes,BULL,FAHILI,incorrect,13,0,13,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.717,0.67309065,0.068119891,1,0,0,1.482,yes,ORPHAN,YATIMA,incorrect,14,0,14,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.767,0.67309065,0.068119891,1,0,0,0.716,yes,PLATE,SAHANI,incorrect,15,0,15,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.196288365,0.204359673,1,0,0,2.242,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.436117059,-0.14986376,1,0,0,0.467,test_pile,1,0,1,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.009279086,-0.021798365,1,0,0,0.499,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.431834404,-0.032697548,1,0,0,0.416,test_pile,3,0,3,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.266238401,-0.057220708,1,0,0,0.416,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.357601713,0.032697548,1,0,0,0.483,test_pile,5,0,5,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.296216988,0.040871935,1,0,0,0.432,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.447537473,0.016348774,1,0,0,0.466,test_pile,7,0,7,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.197715917,-0.024523161,1,0,0,0.481,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.414703783,-0.144414169,1,0,0,0.5,test_pile,9,0,9,0,1,OATH - YAMINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.163454675,0.046321526,1,0,0,4.482,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.360456817,0.024523161,1,0,0,2.832,test_pile,11,0,11,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.664525339,-0.119891008,1,0,0,0.549,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.590292648,0.098092643,1,0,0,3.699,test_pile,13,0,13,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.294789436,-0.079019074,1,0,0,1.066,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.570306924,-0.108991826,1,0,0,2.416,test_pile,15,0,15,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.230549607,-0.365122616,1,0,0,1.398,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.404710921,0.084468665,1,0,0,2.349,test_pile,17,0,17,0,1,CHEESE - JIBINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.12633833,0.079019074,1,0,0,0.815,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.434689507,-0.10626703,1,0,0,2.516,test_pile,19,0,19,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.597430407,0.0626703,1,0,0,0.948,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.541755889,0.021798365,1,0,0,2.066,test_pile,21,0,21,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.309064954,-0.054495913,1,0,0,1.983,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.436117059,0.013623978,1,0,0,2.232,test_pile,23,0,23,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.45324768,0.029972752,1,0,0,0.966,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.441827266,-0.040871935,1,0,0,2.182,test_pile,25,0,25,0,1,ORPHAN - YATIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.36331192,-0.010899183,1,0,0,1.232,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.490364026,0.073569482,1,0,0,1.681,test_pile,27,0,27,0,1,DIVORCE - TALAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.466095646,0.035422343,1,0,0,0.899,unsorted_card,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.566024268,-0.0626703,1,0,0,1.617,test_pile,29,0,29,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.374732334,-0.220708447,1,0,0,1.215,unsorted_card,30,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.50178444,-0.098092643,1,0,0,1.515,test_pile,31,0,31,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,4.186,8.132,0.50178444,-0.10626703,1,0,0,0.734,yes,BOAT,MASHUA,incorrect,0,0,0,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666,0.50178444,-0.10626703,1,0,0,0.467,yes,OATH,KIAPO,incorrect,1,0,1,0,1,,,,,,,,,,,,,,
,,,,,,,,,,W00001564332,2020-10-21_13h42.52.207,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.216,0.50178444,-0.10626703,1,0,0,0.533,yes,CORN,MAHINDI,incorrect,2,0,2,0,1,,,,,,,,,,,,,,
